ame, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
CALISTOGA 0.4 SSE, Napa, CA01, -122.578, 38.576, 348, M, 0.63
ST. HELENA 1.1 S, Napa, CA01, -122.462, 38.489, 248, M, 0.53
AMERICAN CANYON 0.3 S, Napa, CA01, -122.260, 38.169, 37, M, 0.00
NEVADA CITY 3.4 NNW, Nevada, CA02, -121.040, 39.307, 2390, M, 1.69
KINGVALE 1.3 WSW, Nevada, CA02, -120.452, 39.317, 6035, M, 1.96
GRASS VALLEY 5.0 S, Nevada, CA02, -121.042, 39.149, 2312, M, 1.91
LAKE OF THE PINES 1.0 WSW, Nevada, CA02, -121.077, 39.032, 1576, M, 1.33
ALTA SIERRA 0.4 WSW, Nevada, CA02, -121.060, 39.120, 2303, M, 1.88
NEVADA CITY 5.4 W, Nevada, CA02, -121.121, 39.268, 1982, M, 0.44
ALTA SIERRA 1.4 SSW, Nevada, CA02, -121.058, 39.103, 2057, M, 2.21
GRASS VALLEY 0.5 NNW, Nevada, CA02, -121.059, 39.229, 2669, M, 1.96
LAKE OF THE PINES 4.7 WNW, Nevada, CA02, -121.146, 39.054, 1480, M, 2.24
ORANGE 3.5 ENE, Orange, CA06, -117.770, 33.829, 811, M, 0.00
SILVERADO 1.0 ESE, Orange, CA06, -117.620, 33.746, 1394, M, 0.00
NEWPORT BEACH 3.1 ESE, Orange, CA06, -117.865, 33.589, 84, M, 0.00
MISSION VIEJO 1.6 ENE, Orange, CA06, -117.627, 33.624, 1018, M, T
MISSION VIEJO 1.3 SSE, Orange, CA06, -117.644, 33.595, 704, M, T
ANAHEIM 4.9 ENE, Orange, CA06, -117.792, 33.863, 298, M, 0.00
SODA SPRINGS 1.5 SSW, Placer, CA02, -120.384, 39.302, 6887, M, 2.45
ROSEVILLE 4.7 WNW, Placer, CA02, -121.377, 38.780, 96, M, 0.61
PENRYN 0.4 SE, Placer, CA02, -121.158, 38.847, 610, M, 1.13
COLFAX 3.1 SW, Placer, CA02, -120.991, 39.061, 2077, M, 1.52
NEWCASTLE 1.6 SSE, Placer, CA02, -121.123, 38.851, 800, M, 0.74
LINCOLN 4.3 SSE, Placer, CA02, -121.284, 38.842, 172, M, 0.68
IDYLLWILD 1.8 NW, Riverside, CA06, -116.735, 33.763, 6325, M, 1.69
DESERT HOT SPRINGS 3.0 NW, Riverside, CA07, -116.541, 33.985, 1339, M, 0.30
HEMET 4.1 ENE, Riverside, CA06, -116.920, 33.753, 1698, M, 0.33
CORONA 12.8 SE, Riverside, CA06, -117.428, 33.731, 1404, M, T
PERRIS 8.5 WNW, Riverside, CA06, -117.365, 33.826, 1639, M, 0.00
BEAUMONT 2.5 NW, Riverside, CA06, -117.012, 33.954, 2532, M, 0.11
RIVERSIDE 3.8 NW, Riverside, CA06, -117.454, 33.979, 841, M, T
NORCO 2.3 SE, Riverside, CA06, -117.518, 33.906, 1091, M, T
RIVERSIDE 2.6 E, Riverside, CA06, -117.353, 33.935, 1301, M, 0.00
CARMICHAEL 1.6 SW, Sacramento, CA02, -121.340, 38.617, 102, M, 0.74
SACRAMENTO 8.0 NE, Sacramento, CA02, -121.361, 38.635, 95, M, 0.46
FOLSOM 3.4 ESE, Sacramento, CA05, -121.091, 38.655, 594, M, 0.55
CARMICHAEL 0.9 NE, Sacramento, CA02, -121.306, 38.643, 130, M, 0.65
CARMICHAEL 1.4 W, Sacramento, CA02, -121.345, 38.638, 109, M, 0.19
FOLSOM 1.2 SSE, Sacramento, CA02, -121.140, 38.660, 362, M, 0.44
CARMICHAEL 0.9 S, Sacramento, CA02, -121.319, 38.621, 108, M, 0.25
FOLSOM 2.4 SW, Sacramento, CA02, -121.176, 38.651, 194, M, T
SACRAMENTO 2.0 SE, Sacramento, CA02, -121.437, 38.550, 34, M, 0.76
SACRAMENTO 4.1 NE, Sacramento, CA02, -121.412, 38.609, 46, M, 0.64
SACRAMENTO 5.7 SSE, Sacramento, CA02, -121.419, 38.493, 28, M, 0.00
FOLSOM 0.6 NE, Sacramento, CA02, -121.138, 38.682, 399, M, 0.54
LA RIVIERA 1.0 NE, Sacramento, CA02, -121.340, 38.575, 64, M, 0.63
GOLETA 3.7 WNW, Santa Barbara, CA06, -119.896, 34.440, 158, M, T
MOUNTAIN VIEW 1.2 S, Santa Clara, CA04, -122.075, 37.385, 109, M, 0.45
SUNNYVALE 1.9 SE, Santa Clara, CA04, -122.004, 37.365, 85, M, 0.48
SAN JOSE 5.4 SW, Santa Clara, CA04, -121.775, 37.305, 223, M, 0.64
MONTE SERENO 0.4 SSW, Santa Clara, CA04, -121.990, 37.232, 467, M, 0.25
SAN JOSE 4.6 NE, Santa Clara, CA04, -121.795, 37.354, 318, M, 0.65
LOS ALTOS 0.6 NNW, Santa Clara, CA04, -122.100, 37.378, 156, M, 0.40
SAN JOSE 2.7 SSW, Santa Clara, CA04, -121.876, 37.271, 162, M, 0.29
CAMBRIAN PARK 2.2 SE, Santa Clara, CA04, -121.897, 37.234, 252, M, 0.03
SAN JOSE 3.5 ENE, Santa Clara, CA04, -121.789, 37.319, 200, M, 0.68
SAN JOSE 2.3 SSW, Santa Clara, CA04, -121.866, 37.273, 161, M, 0.21
SARATOGA 0.5 N, Santa Clara, CA04, -122.023, 37.275, 373, M, 0.17
PALO ALTO 1.2 NE, Santa Clara, CA04, -122.149, 37.452, 32, M, 0.52
SAN JOSE 3.0 WSW, Santa Clara, CA04, -121.927, 37.309, 159, M, 0.19
SAN JOSE 6.2 W, Santa Clara, CA04, -121.961, 37.319, 139, M, 0.16
LOS GATOS 5.4 SSW, Santa Clara, CA04, -121.988, 37.156, 1662, M, 0.32
SAN MARCOS 2.5 ENE, San Diego, CA06, -117.132, 33.147, 666, M, T
IMPERIAL BEACH 3.3 E, San Diego, CA06, -117.062, 32.574, 138, M, 0.00
OCEANSIDE 8.4NE, San Diego, CA06, -117.266, 33.270, 252, M, T
EL CAJON 2.3ENE, San Diego, CA06, -116.925, 32.811, 610, M, 0.00
ENCINITAS 3.34ENE, San Diego, CA06, -117.237, 33.050, 193, M, 0.00
ESCONDIDO 5.2NNW, San Diego, CA06, -117.128, 33.185, 1474, M, T
EL CAJON 1.5WSW, San Diego, CA06, -116.987, 32.791, 727, M, 0.00
ESCONDIDO 2.5 SSE, San Diego, CA06, -117.048, 33.106, 690, M, 0.00
POWAY 3.2NE, San Diego, CA06, -117.004, 32.996, 1206, M, 0.00
JAMUL 9.9ESE, San Diego, CA06, -116.706, 32.680, 2737, M, 0.45
BORREGO SPRINGS 2.4 WSW, San Diego, CA07, -116.390, 33.223, 777, M, 0.98
LA JOLLA 2.5SE, San Diego, CA06, -117.240, 32.825, 508, M, 0.00
CHULA VISTA 6.3E, San Diego, CA06, -116.975, 32.638, 555, M, 0.00
OCEANSIDE 5.6NE, San Diego, CA06, -117.313, 33.254, 60, M, T
POWAY 1.4SW, San Diego, CA06, -117.059, 32.949, 444, M, T
CARDIFF BY THE SEA 0.2 E, San Diego, CA06, -117.271, 33.027, 266, M, 0.00
CHULA VISTA 2.5SE, San Diego, CA06, -117.052, 32.617, 266, M, 0.00
PAUMA VALLEY 1.7 SE, San Diego, CA06, -116.957, 33.290, 1132, M, 0.03
FALLBROOK 6.5 NE, San Diego, CA06, -117.160, 33.436, 1377, M, 0.00
SAN DIEGO 3.5NE, San Diego, CA06, -117.110, 32.747, 344, M, 0.00
SANTEE 1.8NW, San Diego, CA06, -116.996, 32.856, 470, M, T
SAN DIEGO 7.9NE, San Diego, CA06, -117.073, 32.806, 242, M, 0.00
LA JOLLA 2.1 SE, San Diego, CA06, -117.250, 32.826, 491, M, T
RANCHO BERNARDO 0.5SE, San Diego, CA06, -117.067, 33.018, 483, M, T
LA JOLLA 2.2 NE, San Diego, CA06, -117.248, 32.870, 371, M, 0.00
VISTA 1.5NNW, San Diego, CA06, -117.254, 33.219, 417, M, T
EL CAJON 2.3 S, San Diego, CA06, -116.959, 32.770, 738, M, 0.00
SAN DIEGO 9NE, San Diego, CA06, -117.059, 32.817, 292, M, 0.00
POWAY 4.7NNW, San Diego, CA06, -117.047, 33.026, 739, M, 0.01
SAN DIEGO COUNTRY ESTATES 1.5 WNW, San Diego, CA06, -116.807, 33.016, 1474, M, 0.00
SAN FRANCISCO 2.8 WNW, San Francisco, CA04, -122.470, 37.783, 173, M, T
SAN FRANCISCO 1.1 SW, San Francisco, CA04, -122.435, 37.765, 194, M, 0.57
COTTONWOOD 0.5 NNE, Shasta, CA02, -122.276, 40.397, 452, M, 1.04
SHINGLETOWN 5.3 ENE, Shasta, CA02, -121.796, 40.524, 3964, M, 1.34
REDDING 2.7 NNW, Shasta, CA02, -122.380, 40.610, 708, M, 0.91
REDDING 7.9 NNE, Shasta, CA02, -122.291, 40.672, 681, M, 1.34
REDDING 3.7 N, Shasta, CA02, -122.358, 40.626, 618, M, 1.22
REDDING 3.6 N, Shasta, CA02, -122.354, 40.623, 604, M, 1.21
REDDING 0.6 NW, Shasta, CA02, -122.373, 40.580, 475, M, 0.98
REDDING 2.6 NNE, Shasta, CA02, -122.347, 40.607, 590, M, 1.49
REDDING 4.1 N, Shasta, CA02, -122.358, 40.631, 616, M, 0.99
ANDERSON 2.6 NE, Shasta, CA02, -122.261, 40.478, 409, M, 1.15
LINDEN 5.8 ENE, San Joaquin, CA05, -121.008, 38.063, 146, M, 0.28
STOCKTON 2.1 NW, San Joaquin, CA05, -121.333, 37.991, 7, M, 0.32
STOCKTON 5.8 NNE, San Joaquin, CA05, -121.255, 38.038, 35, M, 0.48
LODI 1.0 NNW, San Joaquin, CA05, -121.304, 38.136, 43, M, 0.56
STOCKTON 3.3 SE, San Joaquin, CA05, -121.259, 37.942, 23, M, 0.37
TRACY 2.1 W, San Joaquin, CA05, -121.470, 37.735, 52, M, 0.28
YREKA 4.5 S, Siskiyou, CA01, -122.621, 41.665, 2937, M, 1.26
WEED 5.4 N, Siskiyou, CA01, -122.370, 41.495, 3064, M, 0.92
ETNA 3.9 NNW, Siskiyou, CA01, -122.923, 41.511, 2966, M, 2.77
YREKA 0.9 WNW, Siskiyou, CA01, -122.649, 41.733, 2692, M, 1.26
MONTAGUE 1.6 ESE, Siskiyou, CA01, -122.501, 41.718, 2556, M, 1.32
SANTA MARGARITA 8.9 ESE, San Luis Obispo, CA04, -120.453, 35.381, 2005, M, 0.00
PACIFICA 0.3 W, San Mateo, CA04, -122.483, 37.612, 227, M, 0.89
FOSTER CITY 1.3 SW, San Mateo, CA04, -122.259, 37.549, 7, M, 0.41
HALF MOON BAY 0.5 SSW, San Mateo, CA04, -122.441, 37.463, 54, M, 1.04
REDWOOD CITY 2.5 SW, San Mateo, CA04, -122.240, 37.493, 17, M, 0.40
PORTOLA VALLEY 1.3 ENE, San Mateo, CA04, -122.198, 37.382, 531, M, 0.61
ROHNERT PARK 1.6 WNW, Sonoma, CA01, -122.727, 38.352, 93, M, 0.64
GEYSERVILLE 10.6 WNW, Sonoma, CA01, -123.098, 38.737, 1328, M, 0.62
SANTA ROSA 3.1 W, Sonoma, CA01, -122.758, 38.451, 107, M, 0.00
SEBASTOPOL 3.7 WSW, Sonoma, CA01, -122.893, 38.385, 383, M, 1.08
CALISTOGA 4.6 WNW, Sonoma, CA01, -122.658, 38.612, 497, M, 0.82
SEBASTOPOL 4.5 WSW, Sonoma, CA01, -122.904, 38.375, 423, M, 1.10
PETALUMA 1.0 N, Sonoma, CA01, -122.623, 38.256, 52, M, 0.51
WINDSOR 1.5 WNW, Sonoma, CA01, -122.823, 38.555, 123, M, 0.47
WINDSOR 1.4 SE, Sonoma, CA01, -122.780, 38.532, 140, M, 0.61
SANTA ROSA 4.7 S, Sonoma, CA01, -122.725, 38.378, 94, M, 0.52
SANTA ROSA 3.1 NW, Sonoma, CA01, -122.744, 38.479, 140, M, 0.50
CLOVERDALE 3.2 ESE, Sonoma, CA01, -122.963, 38.781, 797, M, 0.40
SEBASTOPOL 2.6 SSE, Sonoma, CA01, -122.804, 38.366, 214, M, 0.72
BODEGA BAY 4.8 NNW, Sonoma, CA01, -123.078, 38.381, 91, M, 0.56
SANTA ROSA 2.9 ENE, Sonoma, CA01, -122.655, 38.471, 292, M, 0.75
MONTE RIO 1.6 W, Sonoma, CA01, -123.042, 38.464, 20, M, 0.95
SEBASTOPOL 3.0 SW, Sonoma, CA01, -122.869, 38.372, 539, M, 0.88
SANTA ROSA 4.4 NNW, Sonoma, CA01, -122.719, 38.511, 392, M, 0.41
SEBASTOPOL 1.1 SSE, Sonoma, CA01, -122.819, 38.384, 168, M, 0.63
HEALDSBURG 7.5 NW, Sonoma, CA01, -122.963, 38.693, 203, M, 0.07
SANTA ROSA 2.6 NE, Sonoma, CA01, -122.664, 38.473, 273, M, 0.87
SONOMA 1.9 E, Sonoma, CA01, -122.425, 38.290, 124, M, 0.53
SANTA ROSA 1.3 NW, Sonoma, CA01, -122.715, 38.464, 173, M, 0.77
PETALUMA 1.3 SW, Sonoma, CA01, -122.639, 38.226, 36, M, 0.50
WINDSOR 0.6 NNE, Sonoma, CA01, -122.793, 38.553, 157, M, 0.67
SEBASTOPOL 0.9 WNW, Sonoma, CA01, -122.841, 38.407, 213, M, 0.61
GLEN ELLEN 1.9 WNW, Sonoma, CA01, -122.572, 38.365, 956, M, 1.15
ROHNERT PARK 0.9 SW, Sonoma, CA01, -122.711, 38.339, 96, M, 0.63
HEALDSBURG 3.7 WNW, Sonoma, CA01, -122.921, 38.648, 142, M, 0.28
CLOVERDALE 0.6 W, Sonoma, CA01, -123.028, 38.799, 382, M, 0.46
ROHNERT PARK 0.9 ESE, Sonoma, CA01, -122.681, 38.345, 125, M, 0.67
GLEN ELLEN 1.5 N, Sonoma, CA01, -122.534, 38.378, 337, M, 0.84
SANTA ROSA 2.7 ENE, Sonoma, CA01, -122.659, 38.470, 281, M, M
BOYES HOT SPRINGS 0.5 ENE, Sonoma, CA01, -122.473, 38.316, 295, M, 0.50
SEBASTOPOL 3.3 WSW, Sonoma, CA01, -122.885, 38.384, 362, M, 0.94
OCCIDENTAL 2.8 SW, Sonoma, CA01, -122.974, 38.365, 614, M, 0.78
HEALDSBURG 12.6 NNW, Sonoma, CA01, -122.963, 38.784, 1026, M, 0.46
BENICIA 0.2 SSW, Solano, CA01, -122.155, 38.070, 403, M, 0.60
UPLAND 0.5 ESE, San Bernardino, CA06, -117.650, 34.115, 1415, M, 0.00
APPLE VALLEY 2.6 SE, San Bernardino, CA07, -117.181, 34.504, 2941, M, 0.05
JOSHUA TREE 2.0 S, San Bernardino, CA07, -116.318, 34.097, 3409, M, 1.29
CRESTLINE 0.2 WSW, San Bernardino, CA07, -117.299, 34.246, 4530, M, T
LANDERS 1.6 NE, San Bernardino, CA07, -116.375, 34.283, 2954, M, 0.41
PINON HILLS 3.5 N, San Bernardino, CA07, -117.644, 34.485, 3495, M, 0.30
APPLE VALLEY 1.9 N, San Bernardino, CA07, -117.211, 34.556, 2935, M, 0.00
KNIGHTS FERRY 5.2 WSW, Stanislaus, CA05, -120.752, 37.789, 144, M, 0.27
OAKDALE 4.2 ENE, Stanislaus, CA05, -120.777, 37.782, 232, M, 0.25
SAN JUAN BAUTISTA 0.5 S, San Benito, CA04, -121.537, 36.839, 252, M, 0.00
HOLLISTER 5.4 NNE, San Benito, CA04, -121.370, 36.931, 247, M, 0.07
HOLLISTER 2.1 ESE, San Benito, CA04, -121.365, 36.842, 389, M, 0.07
BOULDER CREEK 3.6 NE, Santa Cruz, CA04, -122.091, 37.181, 1724, M, 0.46
SCOTTS VALLEY 1.7 SW, Santa Cruz, CA04, -122.029, 37.040, 573, M, 0.73
APTOS 2.6 E, Santa Cruz, CA04, -121.854, 36.996, 383, M, 0.23
FELTON 0.1 SE, Santa Cruz, CA04, -122.071, 37.042, 238, M, 0.55
APTOS 1.7 SSE, Santa Cruz, CA04, -121.883, 36.971, 309, M, 0.20
BOULDER CREEK 3.0 NW, Santa Cruz, CA04, -122.164, 37.169, 875, M, 0.54
FELTON 4.5 NNE, Santa Cruz, CA04, -122.047, 37.105, 838, M, 0.37
RED BLUFF 4.3 W, Tehama, CA02, -122.322, 40.179, 396, M, 1.09
LINDSAY 0.5 N, Tulare, CA05, -119.088, 36.213, 378, M, 0.00
VISALIA 0.7 SSE, Tulare, CA05, -119.318, 36.315, 318, M, T
DOUGLAS CITY 2.4 SW, Trinity, CA01, -122.978, 40.633, 1689, M, 1.36
HAWKINS BAR 0.6 NW, Trinity, CA01, -123.530, 40.877, 674, M, 3.60
MAD RIVER 7.4 SE, Trinity, CA01, -123.376, 40.321, 2762, M, 3.41
TRINITY CENTER 0.6 ESE, Trinity, CA01, -122.696, 40.983, 2427, M, 2.04
THOUSAND OAKS 2.1 WSW, Ventura, CA06, -118.898, 34.177, 692, M, 0.00
FRAZIER PARK 10.7 WSW, Ventura, CA06, -119.110, 34.746, 5274, M, 0.00
SIMI VALLEY 3.8 SW, Ventura, CA06, -118.805, 34.231, 1081, M, 0.00
VENTURA 0.5 WNW, Ventura, CA06, -119.276, 34.273, 56, M, 0.00
SIMI VALLEY 1.0 NW, Ventura, CA06, -118.764, 34.272, 848, M, 0.00
THOUSAND OAKS 2.5 WSW, Ventura, CA06, -118.909, 34.179, 703, M, 0.00
CHALLENGE-BROWNSVILLE 1.3 WSW, Yuba, CA02, -121.280, 39.452, 2049, M, 1.61
DAVIS 1.2 SE, Yolo, CA02, -121.721, 38.543, 36, M, 1.71
DAVIS 0.8 NE, Yolo, CA02, -121.724, 38.562, 41, M, 1.30
DAVIS 1.4 SSE, Yolo, CA02, -121.722, 38.538, 4, M, 1.05
DAVIS 6.1 WNW, Yolo, CA02, -121.845, 38.578, 83, M, 0.69
DAVIS 2.7 W, Yolo, CA02, -121.786, 38.552, 57, M, 0.68
WOODLAND 2.8 SE, Yolo, CA02, -121.732, 38.647, 38, M, 1.25
PLACERVILLE 3 ENE, El Dorado, CA02, -120.742, 38.785, 2658, 69.7, 1.01
TAHOMA, El Dorado, CA03, -120.129, 39.060, 6315, 54.5, 0.88
CORONA MUNICIPAL AIRPORT, Riverside, -, -117.602, 33.898, 533, 71.9, 0.00
OAKLAND 4.4 NNW, Alameda, CA04, -122.250, 37.832, 191, M, 0.57
SAN LORENZO 0.5 NNW, Alameda, CA04, -122.133, 37.682, 30, M, 0.69
OROVILLE 4.8 E, Butte, CA02, -121.477, 39.493, 668, M, 0.78
MCKINLEYVILLE 4.3 E, Humboldt, CA01, -124.034, 40.953, 173, M, 3.75
KNEELAND 0.4 NNW, Humboldt, CA01, -123.999, 40.766, 2008, M, 7.16
MCKINLEYVILLE 1.2 SSW, Humboldt, CA01, -124.126, 40.938, 58, M, 4.01
BISHOP 8.8 WNW, Inyo, CA07, -118.547, 37.411, 4537, M, T
CLAREMONT 0.5 E, Los Angeles, CA06, -117.707, 34.121, 1465, M, 0.13
LANCASTER 6.5 ENE, Los Angeles, CA07, -118.066, 34.718, 2366, M, 0.00
CARLSBAD 2.2SE, San Diego, CA06, -117.321, 33.143, 22, M, 0.00
DESCANSO 0.3 WNW, San Diego, CA06, -116.621, 32.854, 3442, M, 0.52
SAN DIEGO 5.2WNW, San Diego, CA06, -117.245, 32.735, 251, M, 0.01
VISTA 1.2SE, San Diego, CA06, -117.231, 33.186, 505, M, 0.00
IGO 0.2 S, Shasta, CA02, -122.541, 40.503, 1074, M, 1.27
BELMONT 0.7 WSW, San Mateo, CA04, -122.306, 37.510, 482, M, 0.75
FORESTVILLE 0.7 SW, Sonoma, CA01, -122.897, 38.473, 201, M, 0.60
RIALTO 2.1 N, San Bernardino, CA06, -117.381, 34.144, 1482, M, 0.03
THREE RIVERS 1.7 NE, Tulare, CA05, -118.886, 36.458, 1010, M, 0.02
TRINITY CENTER 0.2 ENE, Trinity, CA01, -122.704, 40.986, 2481, M, 1.84
VERDI 2W, Sierra, CA03, -120.027, 39.521, 5429, 60.9, 0.80
CHICO 1.2 NNW, Butte, CA02, -121.814, 39.770, 251, M, 1.18
PASADENA 2.0 SE, Los Angeles, CA06, -118.116, 34.139, 739, M, 0.02
RAYMOND 6.8 NE, Madera, CA05, -119.802, 37.272, 1802, M, 0.37
SUNNYVALE 3.6 S (W6NW), Santa Clara, CA04, -122.018, 37.334, 170, M, 0.46
PIONEER 6.4 NE, Amador, CA05, -120.499, 38.505, 4073, M, 1.63
CRESCENT CITY 4.2 NE, Del Norte, CA01, -124.143, 41.800, 98, M, 8.43
POLLOCK PINES 0.5 NW, El Dorado, CA02, -120.578, 38.757, 3895, M, 2.28
EUREKA 3.0 SSW, Humboldt, CA01, -124.181, 40.757, 100, M, 3.02
MCKINLEYVILLE 0.7 ESE, Humboldt, CA01, -124.104, 40.950, 127, M, 1.10
DIAMOND BAR 1.9 NNE, Los Angeles, CA06, -117.796, 34.023, 935, M, T
LA CRESCENTA-MONTROSE 3.9 NW, Los Angeles, CA06, -118.287, 34.270, 1974, M, 0.00
YOSEMITE LAKES 4.7 S, Madera, CA05, -119.761, 37.124, 1598, M, 0.29
MARIPOSA 12.5 E, Mariposa, CA05, -119.740, 37.462, 2940, M, 0.51
BIG SUR 7.2 NNW, Monterey, CA04, -121.818, 36.353, 2434, M, 0.81
IRVINE 2.9 WSW, Orange, CA06, -117.838, 33.640, 193, M, 0.00
MISSION VIEJO 3.5 SSE(K6WTA), Orange, CA06, -117.639, 33.563, 613, M, 0.00
IRVINE 4.1 NNE, Orange, CA06, -117.772, 33.718, 152, M, 0.00
ANAHEIM 4.9 E, Orange, CA06, -117.787, 33.847, 374, M, 0.00
LOS ALTOS HILLS 1.3 N, Santa Clara, CA04, -122.135, 37.387, 194, M, 0.41
CHULA VISTA 3.1SE, San Diego, CA06, -117.051, 32.604, 200, M, 0.00
SAN DIEGO 9.5 NNW, San Diego, CA06, -117.221, 32.843, 284, M, 0.00
CARLSBAD 3.8SE, San Diego, CA06, -117.304, 33.119, 168, M, 0.00
RANCHO BERNARDO 1NNW, San Diego, CA06, -117.083, 33.034, 517, M, 0.00
LOS OSOS 0.5 N, San Luis Obispo, CA04, -120.832, 35.329, 77, M, 0.00
MENLO PARK 2.4 W, San Mateo, CA04, -122.187, 37.477, 25, M, 0.47
BODEGA BAY 0.1 NNW, Sonoma, CA01, -123.030, 38.324, 218, M, 0.72
BENICIA 1.2 SW, Solano, CA01, -122.168, 38.058, 40, M, 0.71
TWENTYNINE PALMS 1.5 SW, San Bernardino, CA07, -116.085, 34.124, 2162, M, 1.15
SUTTER 0.3 W, Sutter, CA02, -121.751, 39.160, 73, M, 1.52
CAMARILLO 2.4 W, Ventura, CA06, -119.072, 34.228, 114, M, 0.00
MARYSVILLE 5.0 N, Yuba, CA02, -121.594, 39.224, 73, M, 1.37
WHEATLAND 0.1 ENE, Yuba, CA02, -121.424, 39.013, 85, M, 0.67
CHICO 1.7 SW, Butte, CA02, -121.832, 39.739, 210, M, 1.27
BLUE LAKE 0.6 NNW, Humboldt, CA01, -123.994, 40.888, 179, M, 5.22
REDWAY 1.8 WSW, Humboldt, CA01, -123.852, 40.109, 955, M, 3.79
LAWS 0.1SW, Inyo, CA07, -118.347, 37.399, 4116, M, 0.00
UPPER LAKE 3.6 W, Lake, CA02, -122.978, 39.168, 1440, M, 0.78
MORGAN HILL 1.4 SW, Santa Clara, CA04, -121.659, 37.117, 433, M, 0.14
FALLBROOK 2.3SE, San Diego, CA06, -117.225, 33.352, 618, M, 0.00
REDDING 3.8 S, Shasta, CA02, -122.369, 40.518, 444, M, 1.02
FORKS OF SALMON 1.0 NW, Siskiyou, CA01, -123.334, 41.269, 1664, M, 5.39
SAN MATEO 3.4 SSW, San Mateo, CA04, -122.343, 37.518, 585, M, 0.73
OCCIDENTAL 1.8 WSW, Sonoma, CA01, -122.969, 38.390, 974, M, 0.59
FILLMORE 0.6 N, Ventura, CA06, -118.917, 34.408, 506, M, 0.00
ARBUCKLE BASIN CALIFORNIA, Shasta, CA02, -122.833, 40.398, 1900, 69.4, M
ACTON CALIFORNIA, Los Angeles, CA06, -118.200, 34.446, 2600, 73.9, M
ARROYO GRANDE CALIFORNIA, San Luis Obispo, CA04, -120.392, 35.179, 1048, 70.8, M
ALPINE CALIFORNIA, San Diego, CA06, -116.739, 32.834, 2041, 74.4, M
LOS ALTOS CALIFORNIA, Santa Clara, CA04, -122.147, 37.358, 645, 68.1, M
ANZA CALIFORNIA, Riverside, CA06, -116.673, 33.555, 3920, 68.1, M
ALDER POINT CALIFORNIA, Humboldt, CA01, -123.590, 40.187, 923, 66.2, M
ARROYO SECO (MT. DIABLO) CALIF, Monterey, CA04, -121.492, 36.230, 980, 69.4, M
ASH CREEK CALIFORNIA, Siskiyou, CA02, -121.979, 41.277, 3200, 56.7, M
ASH VALLEY CALIFORNIA, Lassen, CA02, -120.686, 41.052, 5100, 55.9, M
BACKBONE CALIFORNIA, Trinity, CA01, -123.142, 40.889, 4700, 63.1, M
BALD MTN LOC CALIFORNIA, El Dorado, CA02, -120.697, 38.906, 4680, 66.6, M
BARNABY CALIFORNIA, Marin, CA01, -122.702, 38.028, 1240, 64.6, M
BATTERSON CALIFORNIA, Madera, CA05, -119.508, 37.232, 3160, 72.6, M
BELL CANYON CALIFORNIA, Orange, CA06, -117.592, 33.542, 700, 73.6, M
BRADLEY CALIFORNIA, Monterey, CA04, -120.803, 35.864, 537, 71.4, M
BEAR PEAK CALIFORNIA, Tulare, CA05, -118.052, 35.884, 8228, 58.0, M
BENTON CALIFORNIA, Mono, CA07, -118.478, 37.843, 5450, 64.1, M
BEAUMONT CALIFORNIA, Riverside, CA06, -116.950, 33.931, 2604, 75.2, M
BEVERLY HILLS CALIFORNIA, Los Angeles, CA06, -118.412, 34.125, 1260, 78.2, M
BANGOR CALIFORNIA, Butte, CA02, -121.386, 39.398, 803, 71.4, M
BIG HILL CALIFORNIA, Humboldt, CA01, -123.636, 41.098, 3570, 60.1, M
BIG PINES CALIFORNIA, Los Angeles, CA07, -117.692, 34.379, 6917, 63.8, M
BIG ROCK CALIFORNIA, Marin, CA01, -122.570, 38.039, 1500, 65.6, M
BLACK DIAMOND CALIFORNIA, Contra Costa, CA04, -121.884, 37.950, 1600, 67.7, M
BLUE DOOR CALIFORNIA, Lassen, CA02, -120.337, 41.055, 5615, 56.2, M
BEN BOLT CALIFORNIA, El Dorado, CA05, -120.934, 38.591, 905, 70.1, M
BEN LOMOND CALIFORNIA, Santa Cruz, CA04, -122.170, 37.132, 2630, 65.1, M
BOGARD R.S. CALIFORNIA, Lassen, CA02, -121.083, 40.598, 5650, 53.6, M
BOONVILLE CALIFORNIA, Mendocino, CA01, -123.349, 38.988, 644, 66.2, M
BIG PINE FLAT CALIFORNIA, San Bernardino, CA07, -117.013, 34.319, 6861, 61.9, M
BRIDGEPORT 4NW CALIFORNIA, Mono, CA03, -119.289, 38.272, 6650, 58.7, M
BRANCH MOUNTAIN CALIFORNIA, San Luis Obispo, CA04, -120.083, 35.189, 3770, 70.5, M
BEAR FLAT CALIFORNIA, Modoc, CA02, -120.313, 41.295, 6200, 55.7, M
BRIONES CALIFORNIA, Contra Costa, CA04, -122.118, 37.944, 1450, 66.6, M
BLACKROCK CALIFORNIA, Tulare, CA05, -118.260, 36.093, 8200, 56.0, M
BROOKS CALIFORNIA, Yolo, CA02, -122.145, 38.738, 354, 73.6, M
BULL FLAT CALIFORNIA, Lassen, CA03, -120.114, 40.481, 4395, 60.4, M
BURNS CANYON CALIFORNIA, San Bernardino, CA07, -116.634, 34.210, 6000, 67.9, M
BUTTERCUP CALIFORNIA, Imperial, CA07, -114.884, 32.740, 217, 88.4, M
BEAVER CAMP LOC CALIFORNIA, Amador, CA05, -120.325, 38.488, 5000, 68.1, M
