ame, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
SAN JOSE 5.4 SW, Santa Clara, CA04, -121.775, 37.305, 223, M, 6.32
MONTE SERENO 0.4 SSW, Santa Clara, CA04, -121.990, 37.232, 467, M, 11.61
SAN JOSE 4.6 NE, Santa Clara, CA04, -121.795, 37.354, 318, M, 5.00
LOS ALTOS 0.6 NNW, Santa Clara, CA04, -122.100, 37.378, 156, M, 6.36
SAN JOSE 2.7 SSW, Santa Clara, CA04, -121.876, 37.271, 162, M, 6.32
CAMBRIAN PARK 2.2 SE, Santa Clara, CA04, -121.897, 37.234, 252, M, 7.87
SAN JOSE 3.5 ENE, Santa Clara, CA04, -121.789, 37.319, 200, M, 5.54
SAN JOSE 2.3 SSW, Santa Clara, CA04, -121.866, 37.273, 161, M, 5.30
PALO ALTO 1.7 NE, Santa Clara, CA04, -122.121, 37.419, 29, M, 2.85
SARATOGA 0.5 N, Santa Clara, CA04, -122.023, 37.275, 373, M, 10.14
PALO ALTO 1.2 NE, Santa Clara, CA04, -122.149, 37.452, 32, M, 4.81
SAN JOSE 3.0 WSW, Santa Clara, CA04, -121.927, 37.309, 159, M, 0.49
SAN MARCOS 2.5 ENE, San Diego, CA06, -117.132, 33.147, 666, M, 4.34
OCEANSIDE 2.3 WNW, San Diego, CA06, -117.350, 33.233, 260, M, 2.02
IMPERIAL BEACH 3.3 E, San Diego, CA06, -117.062, 32.574, 138, M, 2.27
OCEANSIDE 8.4NE, San Diego, CA06, -117.266, 33.270, 252, M, 2.47
SAN DIEGO 6.6 N, San Diego, CA06, -117.148, 32.911, 434, M, 3.72
EL CAJON 2.3ENE, San Diego, CA06, -116.925, 32.811, 610, M, 4.33
ENCINITAS 3.34ENE, San Diego, CA06, -117.237, 33.050, 193, M, 3.13
ESCONDIDO 5.2NNW, San Diego, CA06, -117.128, 33.185, 1474, M, 0.98
EL CAJON 1.5WSW, San Diego, CA06, -116.987, 32.791, 727, M, 3.33
ESCONDIDO 2.5 SSE, San Diego, CA06, -117.048, 33.106, 690, M, 4.18
JAMUL 9.9ESE, San Diego, CA06, -116.706, 32.680, 2737, M, 4.25
BORREGO SPRINGS 2.4 WSW, San Diego, CA07, -116.390, 33.223, 777, M, 1.62
LA JOLLA 2.5SE, San Diego, CA06, -117.240, 32.825, 508, M, 2.86
CHULA VISTA 2.2 SSE, San Diego, CA06, -117.035, 32.598, 208, M, 2.38
CHULA VISTA 6.3E, San Diego, CA06, -116.975, 32.638, 555, M, 3.25
OCEANSIDE 5.6NE, San Diego, CA06, -117.313, 33.254, 60, M, 1.91
POWAY 1.4SW, San Diego, CA06, -117.059, 32.949, 444, M, 3.77
CARDIFF BY THE SEA 0.2 E, San Diego, CA06, -117.271, 33.027, 266, M, 2.70
CHULA VISTA 2.5SE, San Diego, CA06, -117.052, 32.617, 266, M, 2.68
PAUMA VALLEY 1.7 SE, San Diego, CA06, -116.957, 33.290, 1132, M, 4.90
FALLBROOK 6.5 NE, San Diego, CA06, -117.160, 33.436, 1377, M, 4.18
SAN DIEGO 3.5NE, San Diego, CA06, -117.110, 32.747, 344, M, 3.84
SANTEE 1.8NW, San Diego, CA06, -116.996, 32.856, 470, M, 0.00
SAN DIEGO 7.9NE, San Diego, CA06, -117.073, 32.806, 242, M, 0.00
LA JOLLA 2.1 SE, San Diego, CA06, -117.250, 32.826, 491, M, 0.00
SAN DIEGO 3.2 WNW, San Diego, CA06, -117.186, 32.835, 374, M, T
SAN FRANCISCO 2.8 WNW, San Francisco, CA04, -122.470, 37.783, 173, M, 8.67
SAN FRANCISCO 1.1 SW, San Francisco, CA04, -122.435, 37.765, 194, M, 8.05
REDDING 3.6 NNE, Shasta, CA02, -122.351, 40.624, 618, M, 13.43
COTTONWOOD 0.5 NNE, Shasta, CA02, -122.276, 40.397, 452, M, 9.56
PALO CEDRO 2.7 NNE, Shasta, CA02, -122.222, 40.601, 489, M, 9.69
SHINGLETOWN 5.3 ENE, Shasta, CA02, -121.796, 40.524, 3964, M, 7.75
REDDING 2.9 NNE, Shasta, CA02, -122.339, 40.609, 652, M, 11.52
REDDING 2.7 NNW, Shasta, CA02, -122.380, 40.610, 708, M, 10.85
REDDING 7.9 NNE, Shasta, CA02, -122.291, 40.672, 681, M, 5.96
REDDING 3.7 N, Shasta, CA02, -122.358, 40.626, 618, M, 6.26
REDDING 3.8 N, Shasta, CA02, -122.356, 40.627, 609, M, 4.87
REDDING 3.9 N, Shasta, CA02, -122.358, 40.628, 614, M, 6.54
REDDING 3.6 N, Shasta, CA02, -122.354, 40.623, 604, M, 4.40
LINDEN 5.8 ENE, San Joaquin, CA05, -121.008, 38.063, 146, M, 4.34
STOCKTON 2.1 NW, San Joaquin, CA05, -121.333, 37.991, 7, M, 4.39
STOCKTON 5.8 NNE, San Joaquin, CA05, -121.255, 38.038, 35, M, 4.69
LODI 1.0 NNW, San Joaquin, CA05, -121.304, 38.136, 43, M, 3.23
STOCKTON 3.3 SE, San Joaquin, CA05, -121.259, 37.942, 23, M, 1.92
TRACY 2.1 W, San Joaquin, CA05, -121.470, 37.735, 52, M, 2.16
GREENVIEW 0.7 SW, Siskiyou, CA01, -122.910, 41.547, 2825, M, 2.97
YREKA 4.5 S, Siskiyou, CA01, -122.621, 41.665, 2937, M, 1.87
WEED 5.4 N, Siskiyou, CA01, -122.370, 41.495, 3064, M, 2.20
ETNA 3.9 NNW, Siskiyou, CA01, -122.923, 41.511, 2966, M, 2.90
YREKA 0.9 WNW, Siskiyou, CA01, -122.649, 41.733, 2692, M, 1.83
SANTA MARGARITA 8.9 ESE, San Luis Obispo, CA04, -120.453, 35.381, 2005, M, 5.60
PACIFICA 0.3 W, San Mateo, CA04, -122.483, 37.612, 227, M, 9.69
HALF MOON BAY 4.1 SE, San Mateo, CA04, -122.394, 37.420, 339, M, 3.06
FOSTER CITY 1.3 SW, San Mateo, CA04, -122.259, 37.549, 7, M, 6.45
HALF MOON BAY 0.5 SSW, San Mateo, CA04, -122.441, 37.463, 54, M, 9.13
ROHNERT PARK 1.6 WNW, Sonoma, CA01, -122.727, 38.352, 93, M, 9.17
HEALDSBURG 4.2 NW, Sonoma, CA01, -122.923, 38.656, 155, M, 13.49
GEYSERVILLE 10.6 WNW, Sonoma, CA01, -123.098, 38.737, 1328, M, 11.06
SANTA ROSA 3.1 W, Sonoma, CA01, -122.758, 38.451, 107, M, 8.94
SEBASTOPOL 3.7 WSW, Sonoma, CA01, -122.893, 38.385, 383, M, 9.71
GUERNEVILLE 0.6 SW, Sonoma, CA01, -122.992, 38.501, 72, M, 3.83
SANTA ROSA 3.0 NE, Sonoma, CA01, -122.656, 38.474, 294, M, 8.88
SANTA ROSA 2.7 WSW, Sonoma, CA01, -122.745, 38.432, 123, M, 8.72
CALISTOGA 4.6 WNW, Sonoma, CA01, -122.658, 38.612, 497, M, 11.00
SEBASTOPOL 4.5 WSW, Sonoma, CA01, -122.904, 38.375, 423, M, 9.74
PETALUMA 1.0 N, Sonoma, CA01, -122.623, 38.256, 52, M, 7.57
GRATON 2.7 NNE, Sonoma, CA01, -122.840, 38.472, 69, M, 9.97
WINDSOR 1.5 WNW, Sonoma, CA01, -122.823, 38.555, 123, M, 10.07
CLOVERDALE 0.8 SSW, Sonoma, CA01, -123.022, 38.789, 365, M, 8.59
WINDSOR 1.4 SE, Sonoma, CA01, -122.780, 38.532, 140, M, 10.16
SANTA ROSA 4.7 S, Sonoma, CA01, -122.725, 38.378, 94, M, 8.58
SANTA ROSA 3.1 NW, Sonoma, CA01, -122.744, 38.479, 140, M, 9.53
CLOVERDALE 3.2 ESE, Sonoma, CA01, -122.963, 38.781, 797, M, 9.25
WINDSOR 1.8 SE, Sonoma, CA01, -122.777, 38.526, 142, M, 9.42
SEBASTOPOL 2.6 SSE, Sonoma, CA01, -122.804, 38.366, 214, M, 7.69
DUNCAN MILLS 1.4 NNE, Sonoma, CA01, -123.052, 38.473, 409, M, 11.52
SANTA ROSA 2.9 W, Sonoma, CA01, -122.755, 38.448, 114, M, 8.40
SEBASTOPOL 3.8 WNW, Sonoma, CA01, -122.893, 38.415, 364, M, 11.47
BODEGA BAY 4.8 NNW, Sonoma, CA01, -123.078, 38.381, 91, M, 5.02
SANTA ROSA 3.8 W, Sonoma, CA01, -122.771, 38.441, 95, M, 8.01
SANTA ROSA 2.9 ENE, Sonoma, CA01, -122.655, 38.471, 292, M, 6.29
SANTA ROSA 2.9 WSW, Sonoma, CA01, -122.750, 38.430, 116, M, 8.96
MONTE RIO 1.6 W, Sonoma, CA01, -123.042, 38.464, 20, M, 10.39
SEBASTOPOL 3.0 SW, Sonoma, CA01, -122.869, 38.372, 539, M, 8.35
SANTA ROSA 4.4 NNW, Sonoma, CA01, -122.719, 38.511, 392, M, 10.16
SEBASTOPOL 1.1 SSE, Sonoma, CA01, -122.819, 38.384, 168, M, 6.63
WINDSOR 1.2 NNW, Sonoma, CA01, -122.805, 38.562, 155, M, 9.24
HEALDSBURG 7.5 NW, Sonoma, CA01, -122.963, 38.693, 203, M, 12.45
OCCIDENTAL 3.2 N, Sonoma, CA01, -122.946, 38.442, 681, M, 10.15
SANTA ROSA 2.6 NE, Sonoma, CA01, -122.664, 38.473, 273, M, 7.63
WINDSOR 0.3 E, Sonoma, CA01, -122.792, 38.545, 141, M, 9.01
SONOMA 1.9 E, Sonoma, CA01, -122.425, 38.290, 124, M, 9.49
PETALUMA 3.7 W, Sonoma, CA01, -122.693, 38.249, 112, M, 6.90
SANTA ROSA 1.3 NW, Sonoma, CA01, -122.715, 38.464, 173, M, 9.16
PETALUMA 1.3 SW, Sonoma, CA01, -122.639, 38.226, 36, M, 0.18
WINDSOR 0.6 NNE, Sonoma, CA01, -122.793, 38.553, 157, M, 12.04
SANTA ROSA 0.4 NW, Sonoma, CA01, -122.705, 38.453, 181, M, 3.12
SEBASTOPOL 0.9 WNW, Sonoma, CA01, -122.841, 38.407, 213, M, 2.78
OCCIDENTAL 1.8 WSW, Sonoma, CA01, -122.970, 38.389, 943, M, 11.54
GLEN ELLEN 1.9 WNW, Sonoma, CA01, -122.572, 38.365, 956, M, 0.39
ROHNERT PARK 0.9 SW, Sonoma, CA01, -122.711, 38.339, 96, M, 0.23
SANTA ROSA 0.6 N, Sonoma, CA01, -122.703, 38.457, 177, M, 3.06
HEALDSBURG 3.7 WNW, Sonoma, CA01, -122.921, 38.648, 142, M, 0.66
APPLE VALLEY 2.6 SSW, San Bernardino, CA07, -117.235, 34.496, 2881, M, 1.11
WRIGHTWOOD 1.2 WNW, San Bernardino, CA07, -117.651, 34.365, 6148, M, 6.07
UPLAND 0.5 ESE, San Bernardino, CA06, -117.650, 34.115, 1415, M, 5.67
APPLE VALLEY 2.6 SE, San Bernardino, CA07, -117.181, 34.504, 2941, M, 1.07
ALTA LOMA 2.7 ENE, San Bernardino, CA06, -117.551, 34.138, 1535, M, 4.01
KNIGHTS FERRY 5.2 WSW, Stanislaus, CA05, -120.752, 37.789, 144, M, 2.61
SAN JUAN BAUTISTA 0.5 S, San Benito, CA04, -121.537, 36.839, 252, M, 5.60
SANTA CRUZ 0.9 WNW, Santa Cruz, CA04, -122.051, 36.976, 281, M, 12.21
BEN LOMOND 1.2 SSE, Santa Cruz, CA04, -122.073, 37.088, 397, M, 17.15
DAVENPORT 4.2 NW, Santa Cruz, CA04, -122.218, 37.065, 495, M, 12.48
BOULDER CREEK 3.6 NE, Santa Cruz, CA04, -122.091, 37.181, 1724, M, 11.42
SCOTTS VALLEY 1.7 SW, Santa Cruz, CA04, -122.029, 37.040, 573, M, 17.38
APTOS 2.6 E, Santa Cruz, CA04, -121.854, 36.996, 383, M, 10.90
SCOTTS VALLEY 1.4 W, Santa Cruz, CA04, -122.033, 37.055, 362, M, 13.47
FELTON 0.1 SE, Santa Cruz, CA04, -122.071, 37.042, 238, M, 9.77
RED BLUFF 4.3 W, Tehama, CA02, -122.322, 40.179, 396, M, 10.40
VISALIA 2.3 N, Tulare, CA05, -119.319, 36.358, 318, M, 1.36
LINDSAY 0.5 N, Tulare, CA05, -119.088, 36.213, 378, M, 1.69
TERRA BELLA 6.3 W, Tulare, CA05, -119.149, 35.950, 374, M, 1.11
VISALIA 0.7 SSE, Tulare, CA05, -119.318, 36.315, 318, M, 1.51
TULARE 2.4 E, Tulare, CA05, -119.300, 36.202, 292, M, 1.38
THREE RIVERS 3.5 NE, Tulare, CA05, -118.854, 36.468, 1430, M, 4.94
SONORA 0.4 W, Tuolumne, CA05, -120.388, 37.983, 1771, M, 5.36
DOUGLAS CITY 2.4 SW, Trinity, CA01, -122.978, 40.633, 1689, M, 6.42
HAWKINS BAR 0.6 NW, Trinity, CA01, -123.530, 40.877, 674, M, 7.78
MAD RIVER 7.4 SE, Trinity, CA01, -123.376, 40.321, 2762, M, 12.06
HAYFORK 7.1 SE, Trinity, CA01, -123.030, 40.500, 2917, M, 2.68
TRINITY CENTER 0.6 ESE, Trinity, CA01, -122.696, 40.983, 2427, M, 7.81
WEAVERVILLE 2.6 S, Trinity, CA01, -122.941, 40.731, 2017, M, 2.15
THOUSAND OAKS 2.1 WSW, Ventura, CA06, -118.898, 34.177, 692, M, 5.55
FRAZIER PARK 10.7 WSW, Ventura, CA06, -119.110, 34.746, 5274, M, 3.42
SIMI VALLEY 3.8 SW, Ventura, CA06, -118.805, 34.231, 1081, M, 5.06
DAVIS 1.2 SE, Yolo, CA02, -121.721, 38.543, 36, M, 5.76
DAVIS 0.8 NE, Yolo, CA02, -121.724, 38.562, 41, M, 5.30
DAVIS 5.8 WNW, Yolo, CA02, -121.840, 38.573, 82, M, 5.07
CORONA 12.5 SE, Riverside, CA06, -117.431, 33.735, 1302, M, 6.08
CARLSBAD 2.2SE, San Diego, CA06, -117.321, 33.143, 22, M, 0.00
TEHACHAPI 2.2 W, Kern, CA05, -118.480, 35.132, 3945, M, 1.91
SAN DIEGO 7.6 NNW, San Diego, CA06, -117.188, 32.916, 383, M, 3.15
ARBUCKLE BASIN CALIFORNIA, Shasta, CA02, -122.833, 40.398, 1900, 43.6, M
ACTON CALIFORNIA, Los Angeles, CA06, -118.200, 34.446, 2600, 48.6, M
ARROYO GRANDE CALIFORNIA, San Luis Obispo, CA04, -120.392, 35.179, 1048, 51.1, M
ALDER SPRINGS CALIFORNIA, Glenn, CA02, -122.724, 39.651, 4300, 39.2, M
ALPINE CALIFORNIA, San Diego, CA06, -116.739, 32.834, 2041, 53.8, M
LOS ALTOS CALIFORNIA, Santa Clara, CA04, -122.147, 37.358, 645, 52.1, M
AMMO DUMP CALIFORNIA, San Diego, CA06, -117.286, 33.381, 1068, 56.1, M
ANZA CALIFORNIA, Riverside, CA06, -116.673, 33.555, 3920, 45.0, M
ALDER POINT CALIFORNIA, Humboldt, CA01, -123.590, 40.187, 923, 45.9, M
ARROYO SECO (MT. DIABLO) CALIF, Monterey, CA04, -121.492, 36.230, 980, 50.6, M
ASH CREEK CALIFORNIA, Siskiyou, CA02, -121.979, 41.277, 3200, 37.2, M
ASH VALLEY CALIFORNIA, Lassen, CA02, -120.686, 41.052, 5100, 33.4, M
BACKBONE CALIFORNIA, Trinity, CA01, -123.142, 40.889, 4700, 37.9, M
BALD MTN LOC CALIFORNIA, El Dorado, CA02, -120.697, 38.906, 4680, 41.2, M
BARNABY CALIFORNIA, Marin, CA01, -122.702, 38.028, 1240, 49.5, M
BATTERSON CALIFORNIA, Madera, CA05, -119.508, 37.232, 3160, 46.1, M
BIG BAR CALIFORNIA, Trinity, CA01, -123.233, 40.733, 1500, 44.3, M
BELL CANYON CALIFORNIA, Orange, CA06, -117.592, 33.542, 700, 56.9, M
BRADLEY CALIFORNIA, Monterey, CA04, -120.803, 35.864, 537, 51.3, M
BEAR PEAK CALIFORNIA, Tulare, CA05, -118.052, 35.884, 8228, 30.9, M
BENTON CALIFORNIA, Mono, CA07, -118.478, 37.843, 5450, 37.0, M
BEAUMONT CALIFORNIA, Riverside, CA06, -116.950, 33.931, 2604, 50.7, M
BEVERLY HILLS CALIFORNIA, Los Angeles, CA06, -118.412, 34.125, 1260, 58.2, M
BANGOR CALIFORNIA, Butte, CA02, -121.386, 39.398, 803, 48.8, M
BIG HILL CALIFORNIA, Humboldt, CA01, -123.636, 41.098, 3570, 40.0, M
BIG PINES CALIFORNIA, Los Angeles, CA07, -117.692, 34.379, 6917, 38.5, M
BIG ROCK CALIFORNIA, Marin, CA01, -122.570, 38.039, 1500, 49.5, M
BLACK DIAMOND CALIFORNIA, Contra Costa, CA04, -121.884, 37.950, 1600, 47.0, M
BLUE DOOR CALIFORNIA, Lassen, CA02, -120.337, 41.055, 5615, 32.2, M
BLUE RIDGE (KNF) CALIFORNIA, Siskiyou, CA01, -123.187, 41.269, 5956, 34.6, M
BEN BOLT CALIFORNIA, El Dorado, CA05, -120.934, 38.591, 905, 48.7, M
BEN LOMOND CALIFORNIA, Santa Cruz, CA04, -122.170, 37.132, 2630, 44.9, M
BOGARD R.S. CALIFORNIA, Lassen, CA02, -121.083, 40.598, 5650, 29.5, M
BOONVILLE CALIFORNIA, Mendocino, CA01, -123.349, 38.988, 644, 49.0, M
BIG PINE FLAT CALIFORNIA, San Bernardino, CA07, -117.013, 34.319, 6861, 37.3, M
BRIDGEPORT 4NW CALIFORNIA, Mono, CA03, -119.289, 38.272, 6650, 33.7, M
BRANCH MOUNTAIN CALIFORNIA, San Luis Obispo, CA04, -120.083, 35.189, 3770, 44.5, M
BEAR FLAT CALIFORNIA, Modoc, CA02, -120.313, 41.295, 6200, 33.2, M
BRIONES CALIFORNIA, Contra Costa, CA04, -122.118, 37.944, 1450, 47.6, M
BLACKROCK CALIFORNIA, Tulare, CA05, -118.260, 36.093, 8200, 30.8, M
BROOKS CALIFORNIA, Yolo, CA02, -122.145, 38.738, 354, 49.8, M
BIG SUR CALIFORNIA, Monterey, CA04, -121.785, 36.236, 450, 52.9, M
BUCK MEADOWS CALIFORNIA, Tuolumne, CA05, -120.097, 37.823, 3200, 42.6, M
BULL FLAT CALIFORNIA, Lassen, CA03, -120.114, 40.481, 4395, 36.4, M
BURNS CANYON CALIFORNIA, San Bernardino, CA07, -116.634, 34.210, 6000, 41.8, M
BUTTERCUP CALIFORNIA, Imperial, CA07, -114.884, 32.740, 217, 62.5, M
BEAVER CAMP LOC CALIFORNIA, Amador, CA05, -120.325, 38.488, 5000, 41.9, M
BRAZIE RANCH CALIFORNIA, Siskiyou, CA01, -122.594, 41.685, 3000, 41.1, M
CAHUILLA CALIFORNIA, Imperial, CA07, -115.174, 32.974, 278, 61.8, M
CALLAHAN CALIFORNIA, Siskiyou, CA01, -122.796, 41.308, 3136, 39.5, M
CAMERON FIRE STATION CALIFORNI, San Diego, CA06, -116.463, 32.721, 3443, 47.4, M
CANBY CALIFORNIA, Modoc, CA02, -120.868, 41.434, 4312, 36.2, M
CARRIZO CALIFORNIA, San Luis Obispo, CA05, -119.773, 35.096, 2490, 49.1, M
CASE SPRINGS CALIFORNIA, San Diego, CA06, -117.418, 33.445, 2320, 52.7, M
CATHEYS VALLEY CALIFORNIA, Mariposa, CA05, -120.111, 37.468, 1200, 50.3, M
CEDAR GROVE CALIFORNIA, Fresno, CA05, -118.656, 36.788, 4720, 39.8, M
CHEESEBORO CALIFORNIA, Ventura, CA06, -118.717, 34.185, 1650, 55.1, M
CHICO CALIFORNIA, Butte, CA02, -121.779, 39.712, 230, 49.8, M
CHILAO CALIFORNIA, Los Angeles, CA06, -118.030, 34.332, 5450, 42.9, M
CHUCHUPATE CALIFORNIA, Ventura, CA05, -119.012, 34.808, 4900, 36.2, M
CLAREMONT CALIFORNIA, Los Angeles, CA06, -117.707, 34.137, 1645, 52.9, M
CLEAR CREEK CALIFORNIA, Los Angeles, CA06, -118.152, 34.271, 3000, 48.0, M
CLARK CALIFORNIA, Riverside, CA06, -117.309, 33.877, 1720, 52.5, M
CALAVERAS ROAD CALIFORNIA, Alameda, CA04, -121.844, 37.553, 1230, 49.7, M
CASE MOUNTAIN CALIFORNIA, Tulare, CA05, -118.809, 36.411, 6450, 39.0, M
CORONA CALIFORNIA, Riverside, CA06, -117.549, 33.874, 640, 56.0, M
COHASSET CALIFORNIA, Butte, CA02, -121.769, 39.872, 1733, 47.9, M
COLLINS BALDY CALIFORNIA, Siskiyou, CA01, -122.950, 41.775, 5493, 34.2, M
CONVERSE CALIFORNIA, San Bernardino, CA06, -116.913, 34.194, 5618, 41.1, M
COOSKIE MOUNTAIN CALIFORNIA, Humboldt, CA01, -124.266, 40.257, 2950, 41.3, M
CORRALITOS CALIFORNIA, Santa Cruz, CA04, -121.798, 36.991, 450, 53.1, M
COUNTY LINE CALIFORNIA, Lake, CA02, -122.412, 39.019, 2085, 45.6, M
CAMP 9 CALIFORNIA, Los Angeles, CA06, -118.422, 34.362, 4000, 46.0, M
CRESTVIEW CALIFORNIA, Mono, CA07, -118.983, 37.745, 7600, 29.3, M
CORNING CALIFORNIA, Tehama, CA02, -122.170, 39.939, 294, 49.4, M
CARPENTER RIDGE CALIFORNIA, Butte, CA02, -121.582, 40.069, 4812, 38.2, M
CRANSTON CALIFORNIA, Riverside, CA06, -116.841, 33.740, 1950, 56.1, M
CRAZY PEAK CALIFORNIA, Del Norte, CA01, -123.604, 41.992, 3970, 40.3, M
CASHMAN CALIFORNIA, Plumas, CA02, -120.915, 40.002, 4520, 39.0, M
DESCANSO CALIFORNIA, San Diego, CA06, -116.622, 32.857, 3480, 48.4, M
DEVILS GARDEN CALIFORNIA, Modoc, CA02, -120.671, 41.530, 5022, 34.6, M
DIABLO GRANDE CALIFORNIA, Stanislaus, CA05, -121.294, 37.329, 1850, 47.9, M
DEMOCRAT CALIFORNIA, Kern, CA05, -118.630, 35.532, 2356, 48.7, M
DINKEY CALIFORNIA, Fresno, CA05, -119.039, 37.066, 5668, 34.1, M
DOG VALLEY CALIFORNIA, Sierra, CA03, -120.048, 39.562, 5976, 33.3, M
DOYLE CALIFORNIA, Lassen, CA03, -120.106, 40.022, 4240, 39.3, M
DEL VALLE CALIFORNIA, Los Angeles, CA06, -118.683, 34.431, 1278, 53.0, M
DEVORE CALIFORNIA, San Bernardino, CA06, -117.404, 34.221, 2057, 52.4, M
EAGLE PEAK CALIFORNIA, Tehama, CA02, -122.657, 39.928, 3713, 40.8, M
EEL RIVER CAMP CALIFORNIA, Humboldt, CA01, -123.824, 40.138, 446, 47.8, M
EEL RIVER CALIFORNIA, Mendocino, CA01, -123.083, 39.833, 1500, 45.8, M
EL CARISO CALIFORNIA, Riverside, CA06, -117.411, 33.647, 3038, 52.2, M
MOUNT ELIZABETH CALIFORNIA, Tuolumne, CA05, -120.247, 38.063, 4933, 39.9, M
EL MIRAGE CALIFORNIA, San Bernardino, CA07, -117.550, 34.634, 2880, 46.5, M
ESPERANZA CALIFORNIA, Calaveras, CA05, -120.515, 38.243, 2559, 47.4, M
FANCHER CREEK CALIFORNIA, Fresno, CA05, -119.466, 36.884, 920, 52.9, M
FENCE MEADOW CALIFORNIA, Fresno, CA05, -119.175, 36.961, 5048, 40.5, M
FORT HUNTER LIGGET CALIFORNIA, Monterey, CA04, -121.242, 36.012, 1100, 49.2, M
FIGUEROA CALIFORNIA, Santa Barbara, CA06, -120.007, 34.733, 3200, 47.7, M
FISH CREEK MTN CALIFORNIA, Imperial, CA07, -116.067, 32.990, 760, 63.8, M
FIVE MILE CALIFORNIA, Inyo, CA07, -117.918, 35.872, 4150, 46.6, M
FORT ORD #2 CALIFORNIA, Monterey, CA04, -121.786, 36.627, 490, 51.6, M
FORESTHILL CALIFORNIA, Placer, CA02, -120.732, 39.091, 4355, 41.3, M
FOUNTAIN SPRINGS CALIFORNIA, Tulare, CA05, -118.915, 35.892, 210, 50.2, M
FREMONT CANYON CALIFORNIA, Orange, CA06, -117.711, 33.808, 1781, 55.3, M
FRIEND MOUNTAIN CALIFORNIA, Trinity, CA01, -123.342, 40.505, 4000, 37.3, M
GASQUET CALIFORNIA, Del Norte, CA01, -123.979, 41.846, 500, 45.6, M
GRASSHOPPER CALIFORNIA, Lassen, CA03, -120.784, 40.782, 6158, 30.9, M
GOOSE VALLEY CALIFORNIA, San Diego, CA06, -116.846, 33.074, 1530, 52.8, M
GORDON CALIFORNIA, Lassen, CA03, -120.896, 40.759, 6200, 31.9, M
GREEN SPRING CALIFORNIA, Tuolumne, CA05, -120.500, 37.833, 1020, 49.7, M
HASTINGS CALIFORNIA, Monterey, CA04, -121.552, 36.389, 1885, 49.2, M
HAWKEYE CALIFORNIA, Sonoma, CA01, -122.917, 38.782, 2000, 45.9, M
HAYFORK CALIFORNIA, Trinity, CA01, -123.165, 40.550, 2323, 41.0, M
HELL HOLE CALIFORNIA, Placer, CA02, -120.422, 39.072, 5240, 38.3, M
HERNANDEZ CALIFORNIA, San Benito, CA04, -120.856, 36.383, 3733, 43.1, M
HIGH GLADE LOOKOUT CALIFORNIA, Lake, CA02, -122.808, 39.208, 4840, 39.8, M
HIGH SIERRA CALIFORNIA, Fresno, CA05, -119.038, 37.315, 7403, 32.5, M
HOPLAND CALIFORNIA, Mendocino, CA01, -123.081, 39.031, 2682, 41.4, M
HOLLISTER CALIFORNIA, San Benito, CA04, -121.362, 36.842, 404, 52.2, M
HUNTER MOUNTAIN CALIFORNIA, Inyo, CA07, -117.474, 36.563, 6880, 33.0, M
HORSE LAKE CALIFORNIA, Lassen, CA03, -120.503, 40.631, 5100, 33.8, M
HOOPA CALIFORNIA, Humboldt, CA01, -123.671, 41.048, 375, 46.4, M
HORSE THIEF SPRINGS CALIFORNIA, San Bernardino, CA07, -115.909, 35.771, 5000, 42.8, M
INDIAN WELL CALIFORNIA, Siskiyou, CA01, -121.538, 41.742, 4770, 37.2, M
JARBO GAP CALIFORNIA, Butte, CA02, -121.489, 39.736, 2490, 45.5, M
JERSEYDALE CALIFORNIA, Mariposa, CA05, -119.839, 37.544, 3900, 43.1, M
JOHNSONDALE CALIFORNIA, Tulare, CA05, -118.545, 35.972, 4700, 36.8, M
JUANITA LAKE CALIFORNIA, Siskiyou, CA01, -122.006, 41.786, 5400, 36.0, M
JULIAN CALIFORNIA, San Diego, CA07, -116.591, 33.076, 4240, 44.6, M
JUNIPER CREEK CALIFORNIA, Modoc, CA02, -120.472, 41.332, 4372, 36.7, M
KEENWILD CALIFORNIA, Riverside, CA06, -116.767, 33.667, 4920, 44.7, M
KETTLEMAN HILLS CALIFORNIA, Kings, CA05, -120.057, 36.033, 810, 53.1, M
KNOXVILLE CREEK CALIFORNIA, Lake, CA02, -122.417, 38.862, 2200, 44.8, M
KONOCTI CALIFORNIA, Lake, CA02, -122.706, 38.912, 2163, 45.3, M
LOS BANOS CALIFORNIA, Merced, CA05, -121.053, 37.055, 350, 52.5, M
MT. LAGUNA CALIFORNIA, San Diego, CA07, -116.420, 32.880, 5760, 40.8, M
LA HONDA CALIFORNIA, San Mateo, CA04, -122.255, 37.305, 872, 49.1, M
LA PANZA CALIFORNIA, San Luis Obispo, CA04, -120.187, 35.381, 1630, 46.7, M
LAURAL MOUNTAIN CALIFORNIA, Kern, CA07, -117.699, 35.478, 4390, 43.7, M
LASSEN LODGE CALIFORNIA, Tehama, CA02, -121.714, 40.344, 4159, 41.1, M
LAUFMAN CALIFORNIA, Lassen, CA03, -120.353, 40.142, 5800, 36.9, M
LAYTONVILLE CALIFORNIA, Mendocino, CA01, -123.485, 39.702, 1820, 44.5, M
LADDER BUTTE CALIFORNIA, Lassen, CA02, -121.297, 40.807, 5750, 35.6, M
LEO CARRILLO CALIFORNIA, Los Angeles, CA06, -118.936, 34.046, 50, 56.9, M
LOS GATOS CALIFORNIA, Santa Clara, CA04, -121.943, 37.203, 2000, 49.6, M
